Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	mzML/FUS-Neurite-NT_1	mzML/FUS-Neurite-NT_2	mzML/FUS-Neurite-NT_3	mzML/FUS-Neurite-NT_4	mzML/FUS-Neurite-NT_5	mzML/FUS-Neurite-NT_6	mzML/FUS-Soma-NT_1	mzML/FUS-Soma-NT_2	mzML/FUS-Soma-NT_3	mzML/FUS-Soma-NT_4	mzML/FUS-Soma-NT_6	mzML/FUS-Neurite-KD_1	mzML/FUS-Neurite-KD_2	mzML/FUS-Neurite-KD_3	mzML/FUS-Neurite-KD_4	mzML/FUS-Neurite-KD_5	mzML/FUS-Neurite-KD_6	mzML/FUS-Soma-KD_1	mzML/FUS-Soma-KD_2	mzML/FUS-Soma-KD_3	mzML/FUS-Soma-KD_4	mzML/FUS-Soma-KD_5	mzML/FUS-Soma-KD_6	mzML/FUS-Soma-NT_5	mzML/HNRNPA1-Neurite-NT_1	mzML/HNRNPA1-Neurite-NT_2	mzML/HNRNPA1-Neurite-NT_3	mzML/HNRNPA1-Neurite-NT_4	mzML/HNRNPA1-Neurite-NT_5	mzML/HNRNPA1-Neurite-NT_6	mzML/HNRNPA1-Soma-NT_1	mzML/HNRNPA1-Soma-NT_2	mzML/HNRNPA1-Soma-NT_3	mzML/HNRNPA1-Soma-NT_4	mzML/HNRNPA1-Soma-NT_5	mzML/HNRNPA1-Soma-NT_6	mzML/HNRNPA1-Neurite-KD_1	mzML/HNRNPA1-Neurite-KD_2	mzML/HNRNPA1-Neurite-KD_3	mzML/HNRNPA1-Neurite-KD_4	mzML/HNRNPA1-Neurite-KD_5	mzML/HNRNPA1-Neurite-KD_6	mzML/HNRNPA1-Soma-KD_1	mzML/HNRNPA1-Soma-KD_2	mzML/HNRNPA1-Soma-KD_3	mzML/HNRNPA1-Soma-KD_4	mzML/HNRNPA1-Soma-KD_5	mzML/HNRNPA1-Soma-KD_6	mzML/TDP43-Neurite-NT_1	mzML/TDP43-Neurite-NT_2	mzML/TDP43-Neurite-NT_3	mzML/TDP43-Neurite-NT_4	mzML/TDP43-Neurite-NT_5	mzML/TDP43-Neurite-NT_6	mzML/TDP43-Soma-NT_1	mzML/TDP43-Soma-NT_2	mzML/TDP43-Soma-NT_3	mzML/TDP43-Soma-NT_4	mzML/TDP43-Soma-NT_5	mzML/TDP43-Soma-NT_6	mzML/TDP43-Neurite-KD_1	mzML/TDP43-Neurite-KD_2	mzML/TDP43-Neurite-KD_3	mzML/TDP43-Neurite-KD_4	mzML/TDP43-Neurite-KD_5	mzML/TDP43-Neurite-KD_6	mzML/TDP43-Soma-KD_1	mzML/TDP43-Soma-KD_2	mzML/TDP43-Soma-KD_3	mzML/TDP43-Soma-KD_4	mzML/TDP43-Soma-KD_5	mzML/TDP43-Soma-KD_6
A6NDU8	A6NDU8	RIMC1_HUMAN	RIMOC1	RAB7A-interacting MON1-CCZ1 complex subunit 1	145468	511199	515012	373477	91580.8	460374	298758	421206	407542	355075	158870	235282	384014	111411	250978	359185	259608	415306	452997	545564	644181		418581	402130		402758	604050	529147	504531	601962	319168	435016	381485	565224	378076	701672	302012	701963	482629	738407	494073	748683	691666	486587	554989	530683		335255	444171	484618	457334	473580	435940	427966	472436	508027	534154	484808	423673	429087	434341	442873	381734	436029	442691	401187	565525	493224	556716	533809	537207	489311
A6NE02	A6NE02	BTBDH_HUMAN	BTBD17	BTB/POZ domain-containing protein 17	544504	387110	438255	457614	451552	340810	1552210	1327930	1310120	1360460	1346790	396395	544218	508056	597879	475742	654236	1455750	1395780	1656090	1518220	1081580	1262780	765832	268603	227298	255539	334150	270692	334475	831359	673642	788884	786423	726032	581498	457209	486866	504929	392095	484503	526989	599689	610199	665086	589957	583330	742838	259948	346312	316498	345160	345348	366438	903825	724643	959839	1069680	903021	502046	517610	574083	503399	411892	539393	454074	1388280	1182490	1056270	1341920	1411660	882150
A6NFN3	A6NFN3	RFOX3_HUMAN	RBFOX3	RNA binding protein fox-1 homolog 3							237590	276021	208922	238890	259225							179847	287174	314485	295703		242943	237208							211939	179733	141007	194795	236270	231584							187858	140533	211674	183367	163562	192843								296811	239281	376628										221763	229116	193023		
A6NGN9	A6NGN9	IGLO5_HUMAN	IGLON5	IgLON family member 5	1046380	1335390	1255670	1357100	1226630	1328720	821981	1038190	948736	1053740	987905	1185670	1255730	1209150	1141340	1288510	1071380	903853	906590	1045510	1025660	3832110	799677	952230	1020190	1245860	1104790	992909	961080	1034740	940100	1025020	772582	801046	811695	924036	514730	469598	497304	551296	547060	424103	605223	624131	512426	640801	703035	581106	1519100	1561980	1325210	1373330	1549810	1477520	1110480	1753010	1356600	1450400	1464160	5401410	1302930	1223790	1238240	1312460	1084310	1379680	968035	964986	981551	946329	1008450	3728060
A6NHL2	A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	3687000	4817830	4959890	8195500	6400660	5403180	7052880	9373190	7846850	7605270	6641680	5070570	4136250	4821930	5986570	4888020	6948240	6694200	7792850	7375610	6606840	5752420	4714410	7499100	5802480	9790480	4144280	3863300	4768860	6169590	5910560	4877110	4355040	4427320	6182180	6910440	4618770	2904560	3880210	3427380	2338300	2570770	6153250	4856440	4576590	3199110	4089840	4529190	8677930	9263170	7274950	8276180	9494790	8127480	9535540	9584770	9315500	10028800	9776090	3777810	8520240	8162190	8987940	10251700	9867310	10230300	9174000	9981570	9774790	9541810	8266760	3563240
A6NHQ2	A6NHQ2	FBLL1_HUMAN	FBLL1	rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1	1049470	1409250	1105300	579905	708827	861320	7694970	8949470	8548890	7826480	8978610	1198100	1063700	1371000	1309520	772071	1097490	8318980	10535500	10576900	9953280	6172820	10438600	6914520	803169	165959	399821	1120950	1374030	1241740	6395110	9539960	8280000	9021860	7137880	7095480	1818560	2345790	1860050	2130870	1554690	1443160	8722420	9292260	9372130	9194250	7796640	6845750	846046	948046	773377	872794	967205	957413	10188800	10351500	8289810	12648500	9818290	5692630	631390	759344	473726	684383	873070	707832	9772220	10488100	9566850	11649800	9199130	6110630
A6NHR9	A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	678854	499405	702178	2524560	502051	1263670	3797650	3903900	3785540	3904050	3538660	1824170	2007590	2304890	1110290	2113580	473812	3484180	4224770	4135510	3939050	1716060	4169440	4092410	654531	615629	654273	566482	706314	542762	3383650	3359830	4209440	3710520	3249050	3126710	750843	859898	617465	663956	633932	785039	3044770	3056250	3183140	3083660	3084090	2838680	1961890	699711	886941	906318	2135930	1481460	3439270	3428680	3706840	3937670	3435690	1995150	3164010	2785320	1910660	1919290	1434210	698478	3035390	3120040	2794320	2946480	3024650	1353680
A6NHX0	A6NHX0	CAST2_HUMAN	CASTOR2	Cytosolic arginine sensor for mTORC1 subunit 2	201358	270521	212611	229072	219732	298192	295605	292043	150225	234798	329712	284947	282705	231425	327415	340802	276822	228062	290228	292227	274773	120077	285922	227501	244577	372905	294699	267558	321703	241944	249072	314725	289821	277311	243145	316928	179289	226914	248350	205332	153267	156115	403278	320039	310012	260127	164066	399575	485917	663836	483245	612924	683360	396302	440581	728879	420405	625007	543433		560103	594629	522721	619826	526350	583631	423101	323433	394369	305962	318855	
A6NIH7	A6NIH7;Q13432	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	621300	557015	463548	496721	576397	557338	613676	601713	584279	613302	665014	602881	524267	558815	483587	564877	612910	578004	591696	542010	682432	183694	592702	534555	551148	472191	560814	611401	584947	528718	515092	577233	572010	450070	517159	558316	510790	549381	494675	626675	549468	546278	605617	540680		582572	553145	525568	491444	582190	662596	570107	519891	550578	544334	443640	448959	542659	492890		541402	684058	139359	513375	709823	666931	415093	416235	528970	569340	528628	160482
A6NJ78	A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase						8574.67			38391.4	42152.8	60602.9							30430.3	20353.9				39347.1				11608.1		9687.37		6287.39		53233.2	38009.4	39013.5	55293.3		18874.3			17822.4	28978.3	55543	29100.5		25990.3	42066.8										51265		52136.9										56240.8			
A6NKD9	A6NKD9	CC85C_HUMAN	CCDC85C	Coiled-coil domain-containing protein 85C	153476	169017	186329	169528	118520	154784	148569	147365		114597	131606	207122	147553	129181	136181	196874	179021	151056	160863	133002	196438	429743	131059	176527	196152	147413	194883	152387	192401	190510	170751	176941	97125.4	152072	119749	117341	102317	149847	195906	138335	116093	100247	195174	171291	183831	104027	236937	68925.5	293347	270152	315515	264560	266391	243470	260231	237974	370936	407419			266765	235322	210670	246596	294813	187278	174539	177788	365022	281443		799161
A6NKT7;Q7Z3J3	A6NKT7;Q7Z3J3	RGPD3_HUMAN;RGPD4_HUMAN	RGPD3;RGPD4	RanBP2-like and GRIP domain-containing protein 3							603218	504750	559125	438188	726433							474125	450476	540779	496654		509876	412428				64465.2	48878.9		562221	592789	660046	564296	582213	522116	111046	156800		182655	143571	170333	594929	541819	424846	541319	496401	402782							568299	304766	781890	578157	802388								771873	724653	922344	946498	810658	
A6NMB9	A6NMB9	FIGL2_HUMAN	FIGNL2	Fidgetin-like protein 2					97812.2		339740	255382	329934	285052	208952							276218	330276	294265	331054		263791	253905							301720	270870	323026		260936	225857	39220.5	221663	166955				393990	377007	304836		285506	426773																			555447				492918	
A7E2V4	A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	157226	133184	128295	80709	100742	72338.1	91466.1	45927.9	68493.4	96842.7	89261.9	38335.6		61462.5	106157	103239	104951	76455.8	84596.7	103175	159632		137785	74533.9	134091	110951	110476	162220	132500	129303	49914.2	60181.2	94596.9	85483.5	63311.1	70195.3	234481	235392	173283	204345	213915	209543	103861	108830	111863	125364	66720.9	73676.4	138297	154104	200351	158778	137460	143662		129779					143358	141214	147409	133552	104582		115676			94601.1		
A7KAX9	A7KAX9	RHG32_HUMAN	ARHGAP32	Rho GTPase-activating protein 32	409073	444234	438545	478570	267433	303028	312658	262344	317259	253363	230515	369136	467128	341896	522879	283872	377679	324666	259294	234802	314048	247675	240196	275644	340275	187945	269161	313612	288624	285098	221192	352577	231481	268326	293031	292315	515432	517719	554728	450972	421118	369784	316231	284053	268776	289721	330166	295885	427911	395964	595102	507489	452635	571182	316471	566348	426566	347722	367385		324655	441726	311945	298646	360484	331012	229270	217920	314570	228200		
A7MBM2	A7MBM2	DISP2_HUMAN	DISP2	Protein dispatched homolog 2	499693	562326	525740	552147	588119	558170	339556	411551	327175	419028	325895	631457	612554	604288	643861	634779	636296	291769	395528	351741	377282	275090	367638	380758	576643	527545	610681	524627	523042	618725	428557	413159	420630	392564	474165	505719	592716	594357	595763	647997	665422	573110	405975	404775	388552	452269	469624	352440	654468	600277	674108	577226	698139	623075	369775	359735	404055	406625	276168	841584	655981	644949	592029	548690	614885	601874	480551	359808	321330	412201	477004	600091
A8CG34	A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C							104918	125810		90262.3	125905							82387.5	80906.1	88003.8	62775.8		67128.7	101712							117377	100069	133288	137462	89260.2	129412							77420.4	31858.7	44367.8	67817.9		80781.8								146133		150184													135067	
A8MVW0	A8MVW0	F1712_HUMAN	FAM171A2	Protein FAM171A2	937684	911953	957051	1028620	969554	1021850	756491	736392	736187	750380	862466	1224470	1101140	1035070	1035960	1095680	938023	668602	761593	832037	807095	2099210	824607	839325	1049650	988731	1033850	897534	993969	936525	876389	762819	898366	703115	808671	826775	553401	514580	608611	589568	661732	446338	683533	734398	620890	710988	723031	709836	1191690	1146580	1061010	1120560	1188280	1082410	864375	1327140	1148140	1116230	961965	2066140	1292810	1240850	1305960	1350050	1190930	1300970	858559	962174	930615	901905	997883	2135810
A8MW92	A8MW92	P20L1_HUMAN	PHF20L1	PHD finger protein 20-like protein 1							237046	256891	223625	202155	224849							237633	301277	242796	188752		218551	220883								201586	202874	185841	221796	179953							209358	222918	208040	158526		115106								304902	251204	282527	244896									216439		283262		
A8MWD9;P62308	A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1475830	1459960	2072600	1480140	2467470	1855000	3805650	4871920	5452460	4376830	3412490	1483580	1524280	1692210	1897880	1640380	1945900	5386850	5071960	6250310	5505970	3135500	5662620	4909860	2160890	973913	1391370	2023250	1809580	1438540	3812480	4792150	4062370	6173140	3586750	4007380	2607860	2989640	3127360	3025190	2601340	2435160	3397250	4329330	4427050	5802800	5214600	4512140	1602720	1577720	2097410	1649810	1923720	2215120	4374310	8742940	5317240	8915610	4695850	4473030	2060530	1572730	1749570	1508300	2674090	1874910	5595500	6969940	4299670	4467640	3727090	5150730
A8MXV4	A8MXV4	NUD19_HUMAN	NUDT19	Acyl-coenzyme A diphosphatase NUDT19	325653	189703	182087			166971	492438	582852	494152	569956	470930	228615	167357		165449			475088	500477	462330	552954		500860	481408			160397	197612	204236	145114	513102	457124	493775	509091	487170	457030	242702		238090	268334	283209	189673	470971	425825	521013	477713	515664	541017				94795.5							250058			75755.4							348956	294705	456225	
A9UHW6	A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	63448.2	36717.7	43078.8	15778.3	21051.2	20321.5	54761.1	13218.9				31089.6	23125.9	39082.4	28306.8	24661.6	64374.4							18334.5	35762.3		24649.9	13281	25152.7				18553							19782.9				16210.2								28763.2		85122.9							83587.3		99232.5	64802.8		104664						
B2RTY4	Q13459;B2RTY4	MYO9A_HUMAN	MYO9A	Unconventional myosin-IXa	239355	247062	252215	229751	228535	229426	183073	212549	232962	196634	201067	177531	248663	240019	286639	270631	171297	189061	168911	183431	189139		184136	205685	320465	262315	229347	267265	248505	261426	169035	141882	169083	154739	163573	185451	310965	288878	262291	299499	268075	357963	166399	178611	159704	146550	152084	154624	194373	181788	221872	186511	199131	192084		128221		195890			174546	208085	138762	119001	182973	116163	138171	137804			167808	275050
B2RU33	Q6S8J7;H3BUK9;A6NI47;Q6S8J3;A0A0A6YYL3;A0JP26;Q6S545;A5A3E0;P0CG38;P0CG39;Q6S5H5;B2RU33	POTEC_HUMAN	POTEC	POTE ankyrin domain family member C	6552550	5671640	8181040	5758380	5619190	3936930	2329870	2008130	1821510	1998610	1653620	5934170	4798620	6230720	4350790	5877760	6190600	2949300	2255150	3086260	2352390	7015110	1164340	1602310	6650380	7730070	7912470	6124550	4807860	7016700	1147320	2334230		1402840	1429660	2043900	7167750	5356570	5739490	6201120	4291610	4911610	1503480	1785070	3015800	2530230	1578090		3944880	5196420	5612620	5683820	5333300	5520520	4571850	4078290	3310370	3879740	2867120	6618390	4059640	8719340	6040600	6035940	5987200	5351260	4456830	3333710	2246330	2361870	2568200	5848450
B7ZAQ6;P0CG08	P0CG08;B7ZAQ6	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	277454	371514	393924	358942	324116	373687	443255	345208	507478	471356	372179	313619	399612	408138	339815	357811	424708	433517	518643	478821	472520		294375	300601	394711	324831	378985	383891	449193	393382	369262	346558	379115	315367	326732	291167	437508	396330	396064	314628	312899	384457	386169	482396	437376	379754	306853	314409	394764	350931	340787	416043	343638	358683	356053	389599	353914	538707	528681		302588	429479	309560	364747		270103	548137	575011	531106	439600	480901	
C4AMC7;Q6VEQ5	C4AMC7;A8K0Z3;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3		3765780							2983350																																																			2513590	3253670	3804050		3363390								2596530
C9J069	C9J069	AJM1_HUMAN	AJM1	Apical junction component 1 homolog			67714.6												67883.5		111604											12416.2										35238.9	20920.7		27355.4	22015.2								52996.5	51113.1			48159							67640.7											
C9J798;O43374	C9J798;O43374	RAS4B_HUMAN;RASL2_HUMAN	RASA4;RASA4B	Ras GTPase-activating protein 4B	108583	69669	99271.2		37956.7		164531	124352			48489.1	83889.5		17997.1			56836.5		86297.2	64180.5							50563.6		41424.7								145789	105146	119459	83318.4	47896.9	111148									66315.5	84726.1					86234.4								61992.2	39799.5						
C9JLR9	C9JLR9	ZFTA_HUMAN	ZFTA	Zinc finger translocation-associated protein							582600	577096	587775	495816	535369	1061720						625130	536056	564320	548640	102366	536974	468017			58764.2				479584	513653	551176	491710	441007	431913	227004	215606	145655	210027		156298	428926	559099	544977	513559	565168	487810							461513	379547	567995	492327	390552								376493	423746	402466	366854	449664	
C9JLW8	C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	104825				147414	111600	749578	699227	678524	733291	761566	157990	96033.6	97800.1	93313.9	105989		805188	805098	773655	751584	4176790	816074	892977							925025	761146	766782	700384	845644	797365				92957.6	80557.6	31666.5	763216	717945	603415	703990	624765	738642	225025	258535	264133	201306	252057	291327	856102	2697240	1097870	1318130	793834	10665100	263724	250067	335206	241157	176645	211081	895467	812205	954705	800962	796549	8029030
E9PAV3	E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	2808220	2952260	3074910	3232700	3416500	3697560	6336990	7440430	7497630	6762350	7070550	3499690	3212140	3358470	3347530	3436530	3219610	6500090	7425860	6887390	7755410	12232300	7528540	6888600	2992330	3094130	2809680	3206090	3310530	2890820	6741010	6835260	6599210	5854770	6904440	6641940	2710290	2640800	2679240	2741790	2782950	2298780	6764210	6901260	7111540	6771060	5000120	6469720	3200290	3121410	3730680	3458190	3731700	3768530	6647070	8799730	6456950	8610530	7446450	7006010	4042110	3375870	3715810	3980430	4388210	4071150	7349500	7364190	6971610	6370200	6127250	7727960
E9PRG8	E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98							771828	806002	729092	893009	870629							893455	815997	923597	817396	620315	1013930	815577							854764	686144	442406	776661	749181	848478							948485	991787	828167	838705	953323	762375							1035650	1145960	1147960	1207890	1223580	270016							1291730	1345830	1214610	1363280	1323540	938385
F8WCM5;P01308	P01308;F8WCM5	INSR2_HUMAN;INS_HUMAN	INS;INS-IGF2	Insulin, isoform 2	4836900	4124770	4527380	3815200	3803840	3109060	6457260	6235140		7842590	6756210	3633450	3516650	4040330	4192550	3250720	4698170	5916730	6571930	6585620	7460050	2219980	6850970	5096420	4314500	4885180	4091150	4610490	5383850	4797610	5977150	5666970	5216680	5436490	4307150	4949660	9741130	11323300	6989520	7667750	7942370	8921480	6642540	8731940	7224870	7726710	7552180	6320060	2191110	2570790	2602130	2564900	2411600	2743810	3328550	3612490	3729980	3489480	3388420		2426330	2030340	2435760	2418550	2982850	2451040	3460580	2849190	3019000	3898590	3773740	
G9CGD6	Q8WWN9;G9CGD6	CNIPF_HUMAN	CNK3/IPCEF1	CNK3/IPCEF1 fusion protein																	257831							158683																							103646											238720							221533							
H3BS89	H3BS89	T178B_HUMAN	TMEM178B	Transmembrane protein 178B	601504	715189	615124	774865	695384	666983	396857	358473	472602	508166	456541	745425	630069	574728	617650	702710	551251	462138	452943	349205	402384	234343	393884	485335	676327	717402	689933	529815	530448	658691	616804	440767	444042	443280	394293	454214	339119	255837	278899	336090	367768	227844	383292	304261	294071	345360	338324	364525	666454	563051	412217	383176	491136	442267	683143	288380	431043	375975	260091		1005570	679661	899628	858052	740479	892563	805227	563419	703634	722048	793966	
H7BZ55	H7BZ55	CRCC2_HUMAN	CROCC2	Ciliary rootlet coiled-coil protein 2	243975	233867	221258	360935	219889	254796	921249	754544	920233	715466	767943	322649			33694.8			713119	678816	522902	674412		520392	856858	298568	395786	356254		656952		1333230	909999	540388	546088	829354	1097080								426728	614776	664533	412807	584310		355566	565410		715116	506934	1431830		1288300	802520	1553350			154801				628868	928951	1305860	1702170	1193630	1084830	
L0R819	L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein																				94925.7	107104	577920												2335820																													121499	146298		94718.5						565930
O00116	O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	1463330	1484530	1418830	1231420	1153710	1227850	3318740	3518510	3505830	3279990	3468560	1172300	1188390	1197790	1198570	1081620	1300150	3233880	3439360	3409390	3393550	2584910	3029800	3004770	1326700	1046810	1287510	1427550	1381980	1397350	3216670	3374760	3521080	3372920	3310650	3255470	1218340	1299960	1190380	1276870	1242670	1320000	3040660	2585050	2852220	3032670	2741780	2533130	1257210	1191620	1321700	1275610	1337020	1084440	4393910	3911420	4459880	4623480	4257170	1825330	1473940	1479100	1317440	1506620	1641840	1454170	4720290	4444850	4363150	4497000	3960330	1798470
O00139	O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	7229960	7506750	7562570	7553910	7448380	7447850	4949540	5042080	5252850	5163360	5172560	7820500	7825590	7630000	7543460	7462080	7350020	5065730	5331830	5381580	5341510	3132790	4880730	4953470	7105220	6621160	6880120	6768280	6909080	7068450	4905000	4892900	4905880	4970970	4850790	5091660	6045630	5779270	5974560	6038520	6247940	5649680	4912700	4706770	4738780	4869580	4367670	5014070	6745950	6582630	6629760	6663310	6786720	6867030	5789440	4915110	5317940	5097480	5530100	2953930	6585200	6344520	6435970	6294340	6192880	6675820	4937370	4560500	4720640	4603720	4654020	2986270
O00148	O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	650714	463094	700971	603252	518612	649955	2205460	2388020	2363080	2040720	2373540	572989	422491	600562	565724	456708	769777	2266060	2823100	2675380	3143080	1920750	3578100	1749990	428024	323659	374760	739983	665986	523262	1577300	2028020	2424960	1842320	1866570	1983470	934270	1155440	1054950	1055020	920691	799532	2430460	2527630	2033220	1854680	1975530	1719540	526686	469235	489857	475547	407258	408074	1648440	2076050	1635840	2418000	1557740	297984	453245	737326	593107	389777	748672	636517	2116080	1961790	1827150	2001520	1896550	461192
O00154	O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	34180300	36866100	34673700	35905400	35078800	36670200	28061300	27466300	28244100	27053600	31897200	31210800	30989000	32681100	34115000	32248800	33869200	25206900	25386400	25235900	29279400	18941000	26210700	29537200	37454200	41522900	38353700	34516300	36080900	37170300	31772100	29848800	29242100	27883000	28773500	31825400	34559500	31748700	33213400	33206500	33149500	33479100	29818600	29033900	30289100	27940900	25669600	30015500	39180200	36708200	38231300	38882400	39722200	38881800	32953300	29895400	31025500	34392300	34879700	13760800	35126000	33797900	35939100	35203400	33852500	34132100	26205000	25547600	26059700	23248600	27573400	12004700
O00159	O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	1584000	1527330	1520630	1376280	1464800	1346780	1096080	1018400	1191250	1025980	1018820	1538180	1514020	1520240	1333050	1358450	1364170	924760	987455	1082750	954158	336764	1045700	1071650	1314020	1222380	1315400	1302360	1219890	1376050	1030670	971182	1048290	1049290	966796	993723	1687670	1692240	1755100	1686050	1713410	1723440	1193960	1171280	1030480	1053560	1134970	1101240	1048120	1059220	1098140	1098790	1101340	1024470	804721	836954	983176	870236	713844		709615	664998	715040	634800	833429	703863	485128	721149	757522	683666	635022	
O00165	O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	400619	333630	364808	384247	367804	313187	801992	843726	859359	778812	778781	376187	334433	379866	360429	393296	314502	768578	819331	812117	809059	503143	899954	815799	274862	267381	414561	377701	357165	426276	728182	796517	859108	725156	858939	845122	356313	286237	244942	311484	243106	202066	753152	912266	805123	798716	860930	815984	482575	410958	417948	456550	398715	217696	1012280	1066460	1162920	1076670	1069090		383851	338752	427596	418642	553956	432889	1251480	1132400	1335150	1464450	1241820	
O00170	O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	2892740	3114890	2581040	2909400	2876780	2937140	3348230	3335200	2972320	3299610	3329800	2489380	2736330	2678690	2668420	2729880	2519150	3281360	3193090	3151330	3589220	4194210	3574560	4098140	3419510	3207780	3524030	3077930	3593540	3324190	3958920	3686450	3822420	3758370	4073900	4040160	3130020	3365290	3151540	3313210	3193810	3140040	3656440	3297250	3509870	3635090	3691190	3669410	2575210	2961640	2946250	2909490	3022130	2877440	3476050	3375470	3372780	3138440	3415450	5298060	2574960	2575270	2415480	2630360	2618490	2703760	3013180	2524360	3141880	2703230	2720370	5338540
O00178	O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	2899030	3276100	3047400	2867780	2780470	2848680	3819280	4016920	3841540	4209950	3885260	2809940	2655230	2686160	2752510	2748310	2859580	3702250	3621140	3734790	3857590	1964970	3906490	4222220	3298690	3329090	3080340	3920600	3545180	3594960	4086950	3604350	4377870	3976080	4033490	3876670	4202860	4798710	4124750	4077470	4206810	4358500	4304810	4218590	4086420	3954070	4183360	4142130	2871360	2848450	2957460	3145160	2816570	3068140	3358590	3415740	3373350	3496080	4063020	2436950	3411180	3536280	3382200	3633240	3749980	3679970	4157570	3959370	4176940	4006280	4293640	2904710
O00186	O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	327428	337618	342960	281781	265887	257007	212056	231471	176232	241811	219100	338792	300235	309112	249916	273174	294738	165863	223136	234591	223570		225601	211627	365733	413449	328089	303464	332181	340744	224201	214719	274427	297732	427695	215348	427823	490273	451355	439589	439839	461004	269629	334249	247536	275344	281397	205407	270496	297282	251479	281026	225300	240660				178342	199163		168971	220442	477987	204535	266397	274014	157882			173536	135391	
O00189	O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	350679	274348	286443	259135	245099	248614	220353	259061	186106	186896	211511	284235	236404	265915	228934	289172	255946	316012	228894	252167	221350		203873	205991	330426	340840	237120	243464	282150	240048	239931	263301	177003	169784	178915	248980	276228	381838	319457	396597	334305	345028	233454	256615	217429	145837	215449	210243	218365	194624	148783	270772		181509				163949			167369	216020	172423	224685	146526	234694		173044		164464		
O00192	O00192	ARVC_HUMAN	ARVCF	Splicing regulator ARVCF	1254090	1247880	1201650	1278840	1227350	1268620	1075020	939651	1061690	1028330	1197300	1282290	1311770	1249350	1206600	1163140	1330110	993954	1003790	983301	1006410	555910	935207	933077	1429520	1044230	1380370	1257300	1301920	1296820	999923	1009210	1129400	923459	979154	1122830	1228240	1204150	1220050	1309060	1409910	1306860	1044610	962743	1082370	1118480	989260	960208	1203350	1104940	1072050	1034530	1088150	1064540	1022710	921168	1146360	927342	1088420		1409230	1504980	1375280	1420430	1368080	1420130	1129260	1138940	1202260	1276240	1165270	1212900
O00193	O00193	SMAP_HUMAN	SMAP	Small acidic protein	126590	70086.2	62486.2	30057.2	129386	137153	1401620	1438220	1350070	1468220	1476320	69654.2			49372.8	113089		1509750	1386910	1459710	1558280	3105500	1384580	1614100					89093.5	101361	1796220	1631670	1517340	1338160	1817340	1526390		69450.2	50363.3	101819			1401700	1406200	1480170	1501210	1414450	1470430							1047200	1544160	1327090	979111	1348720	2036200	35643.8			669796			1021070	1010410	1118690	985904	1035080	1804000
O00203	O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	1001330	923860	1089500	891757	869166	783422	549492	497731	563131	529262	264347	906010	907409	940180	883147	777447	956806	539846	582169	580890	642324		428519	542691	932672	1102870	1000130	1094800	1016800	984047	551737	516752	452675	592371	459888	626319	1505270	1567310	1504930	1591920	1584730	1867180	722638	708808	733180	599964	766324	704051	1087660	1092000	1143410	1219700	1093900	1054690	593114	592032	606374	553564	547679		1015410	1176650	910723	1042670	1041300	969817	504597	545109	463867	443104	520053	
